1574,Gary Cooper,ACTOR
1575,Thomas Mitchell,ACTOR
1576,Robert Walker,ACTOR
1577,Ruth Roman,ACTOR
1578,Henry Koster,DIRECTOR
1579,Wallace Ford,ACTOR
1580,William H. Lynn,ACTOR
1581,George Seaton,DIRECTOR
1582,Edmund Gwenn,ACTOR
1583,Maureen O'Hara,ACTOR
1584,John Payne,ACTOR
1585,John Ridgely,ACTOR
1586,Jane Wyman,ACTOR
1587,Phillip Terry,ACTOR
1588,George Cukor,DIRECTOR
1589,Rosalind Russell,ACTOR
1590,Ralph Bellamy,ACTOR
1591,William Keighley,ACTOR
1592,Errol Flynn,ACTOR
1593,Olivia de Havilland,ACTOR
1594,Sam Wood,DIRECTOR
1595,Edmund Goulding,ACTOR
1596,Groucho Marx,ACTOR
1597,Chico Marx,ACTOR
1598,Merian C. Cooper,DIRECTOR
1599,Ernest B. Schoedsack,ACTOR
1600,Fay Wray,ACTOR
1601,Robert Armstrong,ACTOR
1602,Tod Browning,DIRECTOR
1603,Leila Hyams,ACTOR
1604,Olga Baclanova,ACTOR
1605,Max Schreck,ACTOR
1606,Alexander Granach,ACTOR
1607,Gustav von Wangenheim,ACTOR
1608,Charlie Hunnam,ACTOR
1609,Michelle Dockery,ACTOR
1610,Alia Bhatt,ACTOR
1611,Rajit Kapoor,ACTOR
1612,Darius Marder,DIRECTOR
1613,Riz Ahmed,ACTOR
1614,Olivia Cooke,ACTOR
1615,Paul Raci,ACTOR
1616,Babak Karimi,ACTOR
1617,Fionn Whitehead,ACTOR
1618,Barry Keoghan,ACTOR
1619,Mark Rylance,ACTOR
1620,Paolo Genovese,DIRECTOR
1621,Giuseppe Battiston,ACTOR
1622,Anna Foglietta,ACTOR
1623,Marco Giallini,ACTOR
1624,Theodore Melfi,DIRECTOR
1625,Taraji P. Henson,ACTOR
1626,Janelle Monáe,ACTOR
1627,Paul King,DIRECTOR
1628,Ben Whishaw,ACTOR
1629,Hugh Grant,ACTOR
1630,Hugh Bonneville,ACTOR
1631,Abhishek Chaubey,DIRECTOR
1632,Travis Knight,DIRECTOR
1633,Art Parkinson,ACTOR
1634,Kiara Advani,ACTOR
1635,Kenneth Lonergan,DIRECTOR
1636,Casey Affleck,ACTOR
1637,Michelle Williams,ACTOR
1638,Kyle Chandler,ACTOR
1639,Martin Zandvliet,DIRECTOR
1640,Roland Møller,ACTOR
1641,Louis Hofmann,ACTOR
1642,Joel Basman,ACTOR
1643,Gareth Edwards,DIRECTOR
1644,Felicity Jones,ACTOR
1645,Diego Luna,ACTOR
1646,Alan Tudyk,ACTOR
1647,Jennifer Jason Leigh,ACTOR
1648,Greta Gerwig,DIRECTOR
1649,Saoirse Ronan,ACTOR
1650,Florence Pugh,ACTOR
1651,Dorota Kobiela,DIRECTOR
1652,Hugh Welchman,ACTOR
1653,Douglas Booth,ACTOR
1654,Jerome Flynn,ACTOR
1655,Matthew Warchus,DIRECTOR
1656,Bill Nighy,ACTOR
1657,Imelda Staunton,ACTOR
1658,Dominic West,ACTOR
1659,Ali Mosaffa,ACTOR
1660,Paolo Sorrentino,DIRECTOR
1661,Toni Servillo,ACTOR
1662,Carlo Verdone,ACTOR
1663,Sabrina Ferilli,ACTOR
1664,Ritesh Batra,DIRECTOR
1665,Shoojit Sircar,DIRECTOR
1666,Yami Gautam,ACTOR
1667,Annu Kapoor,ACTOR
1668,Don Hall,DIRECTOR
1669,Chris Williams,ACTOR
1670,Ryan Potter,ACTOR
1671,Scott Adsit,ACTOR
1672,Richard Curtis,DIRECTOR
1673,Domhnall Gleeson,ACTOR
1674,Gauri Shinde,DIRECTOR
1675,Sridevi,ACTOR
1676,Mehdi Nebbou,ACTOR
1677,Hideaki Anno,ACTOR
1678,Hidetoshi Nishijima,ACTOR
1679,Miori Takimoto,ACTOR
1680,Josh Cooley,DIRECTOR
1681,Annie Potts,ACTOR
1682,Jim Sturgess,ACTOR
1683,Sylvia Hoeks,ACTOR
1684,Jared Gilman,ACTOR
1685,Kara Hayward,ACTOR
1686,Adam McKay,DIRECTOR
1687,Steve Carell,ACTOR
1688,Tetsuya Nakashima,DIRECTOR
1689,Takako Matsu,ACTOR
1690,Yoshino Kimura,ACTOR
1691,Masaki Okada,ACTOR
1692,Jee-woon Kim,DIRECTOR
1693,Lee Byung-Hun,ACTOR
1694,Jeon Gook-Hwan,ACTOR
1695,Barkhad Abdi,ACTOR
1696,Barkhad Abdirahman,ACTOR
1697,Jeong-beom Lee,DIRECTOR
1698,Sae-ron Kim,ACTOR
1699,Tae-hoon Kim,ACTOR
1700,F. Gary Gray,DIRECTOR
1701,O'Shea Jackson Jr.,ACTOR
1702,Corey Hawkins,ACTOR
1703,Jason Mitchell,ACTOR
1704,Hye-ja Kim,ACTOR
1705,Jin Goo,ACTOR
1706,Hong-jin Na,DIRECTOR
1707,Kim Yoon-seok,ACTOR
1708,Yeong-hie Seo,ACTOR
1709,Martin Freeman,ACTOR
1710,Richard Armitage,ACTOR
1711,Christian Friedel,ACTOR
1712,Ernst Jacobi,ACTOR
1713,Leonie Benesch,ACTOR
1714,Niels Arden Oplev,DIRECTOR
1715,Michael Nyqvist,ACTOR
1716,Noomi Rapace,ACTOR
1717,Ewa Fröling,ACTOR
1718,Aaron Sorkin,DIRECTOR
1719,Eddie Redmayne,ACTOR
1720,Alex Sharp,ACTOR
1721,Sacha Baron Cohen,ACTOR
1722,Magnus Millang,ACTOR
1723,David O. Russell,DIRECTOR
1724,Pierre Morel,DIRECTOR
1725,Maggie Grace,ACTOR
1726,Famke Janssen,ACTOR
1727,Mark Herman,DIRECTOR
1728,Asa Butterfield,ACTOR
1729,David Thewlis,ACTOR
1730,Rupert Friend,ACTOR
1731,Glen Hansard,ACTOR
1732,Markéta Irglová,ACTOR
1733,Hugh Walsh,ACTOR
1734,Baki Davrak,ACTOR
1735,Nurgül Yesilçay,ACTOR
1736,Tuncel Kurtiz,ACTOR
1737,Joe Wright,DIRECTOR
1738,James McAvoy,ACTOR
1739,Nicolas Winding Refn,DIRECTOR
1740,Carey Mulligan,ACTOR
1741,Denzel Washington,ACTOR
1742,Zoe Saldana,ACTOR
1743,Jaco Van Dormael,DIRECTOR
1744,Sarah Polley,ACTOR
1745,Gerardo Taracena,ACTOR
1746,Raoul Max Trujillo,ACTOR
1747,Dalia Hernández,ACTOR
1748,Jonathan Dayton,DIRECTOR
1749,Valerie Faris,ACTOR
1750,Tilda Swinton,ACTOR
1751,Yash Chopra,DIRECTOR
1752,Anders Thomas Jensen,DIRECTOR
1753,Nicolas Bro,ACTOR
1754,Matthew Macfadyen,ACTOR
1755,Roger Donaldson,DIRECTOR
1756,Diane Ladd,ACTOR
1757,Iain Rea,ACTOR
1758,Shôgo Furuya,ACTOR
1759,Tôru Emori,ACTOR
1760,Yoshiaki Umegaki,ACTOR
1761,Nathan Fillion,ACTOR
1762,Gina Torres,ACTOR
1763,Reese Witherspoon,ACTOR
1764,Mikael Håfström,DIRECTOR
1765,Andreas Wilson,ACTOR
1766,Henrik Lundström,ACTOR
1767,Gustaf Skarsgård,ACTOR
1768,Nick Cassavetes,DIRECTOR
1769,Gena Rowlands,ACTOR
1770,Rodrigo De la Serna,ACTOR
1771,Mía Maestro,ACTOR
1772,Lukas Moodysson,DIRECTOR
1773,Oksana Akinshina,ACTOR
1774,Artyom Bogucharskiy,ACTOR
1775,Pavel Ponomaryov,ACTOR
1776,Sylvain Chomet,DIRECTOR
1777,Michèle Caucheteux,ACTOR
1778,Jean-Claude Donda,ACTOR
1779,Michel Robin,ACTOR
1780,Lee Yeong-ae,ACTOR
1781,Kevin Reynolds,DIRECTOR
1782,Jim Caviezel,ACTOR
1783,Christopher Adamson,ACTOR
1784,Trevor Jack Brooks,ACTOR
1785,Lorelei Linklater,ACTOR
1786,Boaz Yakin,DIRECTOR
1787,Will Patton,ACTOR
1788,Wood Harris,ACTOR
1789,Yun-Fat Chow,ACTOR
1790,Michelle Yeoh,ACTOR
1791,Ziyi Zhang,ACTOR
1792,Cecilia Roth,ACTOR
1793,Marisa Paredes,ACTOR
1794,Candela Peña,ACTOR
1795,Helen Hunt,ACTOR
1796,Paul Sanchez,ACTOR
1797,Troy Duffy,DIRECTOR
1798,Sean Patrick Flanery,ACTOR
1799,Norman Reedus,ACTOR
1800,Joe Johnston,DIRECTOR
1801,Andrew Adamson,DIRECTOR
1802,Vicky Jenson,ACTOR
1803,Mike Myers,ACTOR
1804,Eddie Murphy,ACTOR
1805,Billy Zane,ACTOR
1806,Takeshi Kitano,DIRECTOR
1807,Takeshi Kitano,ACTOR
1808,Kayoko Kishimoto,ACTOR
1809,Ren Osugi,ACTOR
1810,Andrew Niccol,DIRECTOR
1811,Jude Law,ACTOR
1812,Michael Douglas,ACTOR
1813,Deborah Kara Unger,ACTOR
1814,Emily Watson,ACTOR
1815,Stellan Skarsgård,ACTOR
1816,Katrin Cartlidge,ACTOR
1817,Sarah Jessica Parker,ACTOR
1818,Juliette Lewis,ACTOR
1819,George P. Cosmatos,DIRECTOR
1820,Kevin Jarre,ACTOR
1821,David Mickey Evans,DIRECTOR
1822,Tom Guiry,ACTOR
1823,Mike Vitar,ACTOR
1824,Art LaFleur,ACTOR
1825,James Ivory,DIRECTOR
1826,Emma Thompson,ACTOR
1827,John Haycraft,ACTOR
1828,Lesley Sharp,ACTOR
1829,Andrew Davis,DIRECTOR
1830,Sela Ward,ACTOR
1831,Robert De Niro,DIRECTOR
1832,Lillo Brancato,ACTOR
1833,Kevin Altieri,DIRECTOR
1834,Boyd Kirkland,ACTOR
1835,Frank Paur,ACTOR
1836,Dan Riba,ACTOR
1837,John Woo,DIRECTOR
1838,Teresa Mo,ACTOR
1839,Jim Jarmusch,DIRECTOR
1840,Lisanne Falk,ACTOR
1841,Wladyslaw Kowalski,ACTOR
1842,Halina Gryglaszewska,ACTOR
1843,John Singleton,DIRECTOR
1844,Cuba Gooding Jr.,ACTOR
1845,Hudhail Al-Amir,ACTOR
1846,Kathy Bates,ACTOR
1847,Penny Marshall,DIRECTOR
1848,Julie Kavner,ACTOR
1849,Kirsten Dunst,ACTOR
1850,Minami Takayama,ACTOR
1851,Rei Sakuma,ACTOR
1852,Danny Lee,ACTOR
1853,Sally Yeh,ACTOR
1854,Carl Weathers,ACTOR
1855,Kevin Peter Hall,ACTOR
1856,Sam Raimi,DIRECTOR
1857,Bruce Campbell,ACTOR
1858,Sarah Berry,ACTOR
1859,Dan Hicks,ACTOR
1860,John Hughes,DIRECTOR
1861,Alan Ruck,ACTOR
1862,Mia Sara,ACTOR
1863,Tom Waits,ACTOR
1864,John Lurie,ACTOR
1865,Richard Donner,DIRECTOR
1866,Sean Astin,ACTOR
1867,Josh Brolin,ACTOR
1868,Jeff Cohen,ACTOR
1869,Danny Glover,ACTOR
1870,Whoopi Goldberg,ACTOR
1871,Oprah Winfrey,ACTOR
1872,Emilio Estevez,ACTOR
1873,Judd Nelson,ACTOR
1874,Molly Ringwald,ACTOR
1875,Roland Joffé,DIRECTOR
1876,Sam Waterston,ACTOR
1877,Haing S. Ngor,ACTOR
1878,John Malkovich,ACTOR
1879,Ivan Reitman,DIRECTOR
1880,Philip Kaufman,DIRECTOR
1881,Sam Shepard,ACTOR
1882,Scott Glenn,ACTOR
1883,Jerry Lewis,ACTOR
1884,Diahnne Abbott,ACTOR
1885,Henry Thomas,ACTOR
1886,Drew Barrymore,ACTOR
1887,Peter Coyote,ACTOR
1888,Robert Benton,DIRECTOR
1889,Jane Alexander,ACTOR
1890,Terrence Malick,DIRECTOR
1891,Brooke Adams,ACTOR
1892,Sondra Locke,ACTOR
1893,Chief Dan George,ACTOR
1894,Allen Garfield,ACTOR
1895,René Laloux,DIRECTOR
1896,Barry Bostwick,ACTOR
1897,Jennifer Drake,ACTOR
1898,Eric Baugin,ACTOR
1899,Edward Fox,ACTOR
1900,Terence Alexander,ACTOR
1901,Michel Auclair,ACTOR
1902,Liza Minnelli,ACTOR
1903,Michael York,ACTOR
1904,Helmut Griem,ACTOR
1905,Mel Stuart,DIRECTOR
1906,Jack Albertson,ACTOR
1907,Peter Ostrum,ACTOR
1908,John Schlesinger,DIRECTOR
1909,Jon Voight,ACTOR
1910,Sylvia Miles,ACTOR
1911,Terence Young,DIRECTOR
1912,Alan Arkin,ACTOR
1913,Richard Crenna,ACTOR
1914,Arthur Penn,DIRECTOR
1915,Warren Beatty,ACTOR
1916,Michael J. Pollard,ACTOR
1917,Rex Harrison,ACTOR
1918,Robert Stevenson,DIRECTOR
1919,Dick Van Dyke,ACTOR
1920,David Tomlinson,ACTOR
1921,Ken Annakin,DIRECTOR
1922,Andrew Marton,ACTOR
1923,Gerd Oswald,ACTOR
1924,Bernhard Wicki,ACTOR
1925,Jeanne Moreau,ACTOR
1926,Oskar Werner,ACTOR
1927,Henri Serre,ACTOR
1928,Jack Clayton,DIRECTOR
1929,Deborah Kerr,ACTOR
1930,Peter Wyngarde,ACTOR
1931,Megs Jenkins,ACTOR
1932,Jean-Paul Belmondo,ACTOR
1933,Jean Seberg,ACTOR
1934,Daniel Boulanger,ACTOR
1935,Arthur Rosson,ACTOR
1936,Montgomery Clift,ACTOR
1937,Walter Brennan,ACTOR
1938,Teresa Wright,ACTOR
1939,Macdonald Carey,ACTOR
1940,Claire Trevor,ACTOR
1941,Andy Devine,ACTOR
1942,Margaret Lockwood,ACTOR
1943,Michael Redgrave,ACTOR
1944,Paul Lukas,ACTOR
1945,Charles Ruggles,ACTOR
1946,James Whale,DIRECTOR
1947,Boris Karloff,ACTOR
1948,Elsa Lanchester,ACTOR
1949,Colin Clive,ACTOR
1950,Leo McCarey,DIRECTOR
1951,Harpo Marx,ACTOR
1952,Richard Rosson,ACTOR
1953,Paul Muni,ACTOR
1954,Ann Dvorak,ACTOR
1955,Mae Clarke,ACTOR
1956,Yalitza Aparicio,ACTOR
1957,Marina de Tavira,ACTOR
1958,Diego Cortina Autrey,ACTOR
1959,Francis Lee,DIRECTOR
1960,Josh O'Connor,ACTOR
1961,Alec Secareanu,ACTOR
1962,Gemma Jones,ACTOR
1963,David Leitch,DIRECTOR
1964,Taylor Sheridan,DIRECTOR
1965,Kelsey Asbille,ACTOR
1966,Julia Jones,ACTOR
1967,Jordan Peele,DIRECTOR
1968,Daniel Kaluuya,ACTOR
1969,Allison Williams,ACTOR
1970,Bradley Whitford,ACTOR
1971,Christopher McQuarrie,DIRECTOR
1972,Henry Cavill,ACTOR
1973,Ving Rhames,ACTOR
1974,Hannes Holm,DIRECTOR
1975,Rolf Lassgård,ACTOR
1976,Bahar Pars,ACTOR
1977,Filip Berg,ACTOR
1978,Jemaine Clement,DIRECTOR
1979,Taika Waititi,ACTOR
1980,Jemaine Clement,ACTOR
1981,James Simone,DIRECTOR
1982,Hiromasa Yonebayashi,ACTOR
1983,Sara Takatsuki,ACTOR
1984,Kasumi Arimura,ACTOR
1985,James Marsh,DIRECTOR
1986,Tom Prior,ACTOR
1987,Matthew Vaughn,DIRECTOR
1988,Taron Egerton,ACTOR
1989,Josh Boone,DIRECTOR
1990,Shailene Woodley,ACTOR
1991,Ansel Elgort,ACTOR
1992,Nat Wolff,ACTOR
1993,Alfonso Gomez-Rejon,DIRECTOR
1994,Thomas Mann,ACTOR
1995,RJ Cyler,ACTOR
1996,Zach Galifianakis,ACTOR
1997,Abdellatif Kechiche,DIRECTOR
1998,Léa Seydoux,ACTOR
1999,Adèle Exarchopoulos,ACTOR
2000,Salim Kechiouche,ACTOR
2001,Abhishek Kapoor,DIRECTOR
2002,Amit Sadh,ACTOR
2003,Felix van Groeningen,DIRECTOR
2004,Veerle Baetens,ACTOR
2005,Johan Heldenbergh,ACTOR
2006,Nell Cattrysse,ACTOR
2007,Nargis Fakhri,ACTOR
2008,Shammi Kapoor,ACTOR
2009,Alexander Payne,DIRECTOR
2010,Bruce Dern,ACTOR
2011,Will Forte,ACTOR
2012,June Squibb,ACTOR
2013,Rich Moore,DIRECTOR
2014,John C. Reilly,ACTOR
2015,Jack McBrayer,ACTOR
2016,Jane Lynch,ACTOR
2017,Mark Osborne,DIRECTOR
2018,Mackenzie Foy,ACTOR
2019,Christina Hendricks,ACTOR
2020,Marcia Gay Harden,ACTOR
2021,Christopher Miller,DIRECTOR
2022,Phil Lord,ACTOR
2023,Will Ferrell,ACTOR
2024,Sandra Bullock,ACTOR
2025,Cary Joji Fukunaga,DIRECTOR
2026,Abraham Attah,ACTOR
2027,Emmanuel Affadzi,ACTOR
2028,Ricky Adelayitor,ACTOR
2029,Jesse Eisenberg,ACTOR
2030,Justin Timberlake,ACTOR
2031,Jennifer Lawrence,ACTOR
2032,Justin Bartha,ACTOR
2033,Naomie Harris,ACTOR
2034,Ben Affleck,DIRECTOR
2035,Marc Webb,DIRECTOR
2036,Zooey Deschanel,ACTOR
2037,Geoffrey Arend,ACTOR
2038,Frank Langella,ACTOR
2039,Michael Sheen,ACTOR
2040,Katsunosuke Hori,ACTOR
2041,Angelina Jolie,ACTOR
2042,Colm Feore,ACTOR
2043,Amy Ryan,ACTOR
2044,Madeline Carroll,ACTOR
2045,Callan McAuliffe,ACTOR
2046,Rebecca De Mornay,ACTOR
2047,Riisa Naka,ACTOR
2048,Takuya Ishida,ACTOR
2049,Mitsutaka Itakura,ACTOR
2050,Shûsuke Kaneko,DIRECTOR
2051,Tatsuya Fujiwara,ACTOR
2052,Ken'ichi Matsuyama,ACTOR
2053,Asaka Seto,ACTOR
2054,Shane Meadows,DIRECTOR
2055,Thomas Turgoose,ACTOR
2056,Stephen Graham,ACTOR
2057,Jo Hartley,ACTOR
2058,Alex Garland,DIRECTOR
2059,Alicia Vikander,ACTOR
2060,Susanne Bier,DIRECTOR
2061,Sidse Babett Knudsen,ACTOR
2062,Kevin Macdonald,DIRECTOR
2063,Gillian Anderson,ACTOR
2064,Paul McGuigan,DIRECTOR
2065,Josh Hartnett,ACTOR
2066,Christian Carion,DIRECTOR
2067,Benno Fürmann,ACTOR
2068,Guillaume Canet,ACTOR
2069,Anton Corbijn,DIRECTOR
2070,Sam Riley,ACTOR
2071,Samantha Morton,ACTOR
2072,Craig Parkinson,ACTOR
2073,Nathan Greno,DIRECTOR
2074,Byron Howard,ACTOR
2075,Mandy Moore,ACTOR
2076,Zachary Levi,ACTOR
2077,Paul Verhoeven,DIRECTOR
2078,Carice van Houten,ACTOR
2079,Thom Hoffman,ACTOR
2080,Ben Foster,ACTOR
2081,Paul Haggis,DIRECTOR
2082,Stephen Chow,DIRECTOR
2083,Stephen Chow,ACTOR
2084,Wah Yuen,ACTOR
2085,Qiu Yuen,ACTOR
2086,Brad Anderson,DIRECTOR
2087,Aitana Sánchez-Gijón,ACTOR
2088,Regina King,ACTOR
2089,Kerry Washington,ACTOR
2090,Sofia Coppola,DIRECTOR
2091,Giovanni Ribisi,ACTOR
2092,Mike Newell,DIRECTOR
2093,Dakota Fanning,ACTOR
2094,Teri Hatcher,ACTOR
2095,John Hodgman,ACTOR
2096,Billy Connolly,ACTOR
2097,Peter Mullan,DIRECTOR
2098,Eileen Walsh,ACTOR
2099,Dorothy Duffy,ACTOR
2100,Nora-Jane Noone,ACTOR
2101,Wolfgang Becker,DIRECTOR
2102,Katrin Saß,ACTOR
2103,Chulpan Khamatova,ACTOR
2104,Paddy Considine,ACTOR
2105,Jessie Nelson,DIRECTOR
2106,Nicolas Cage,ACTOR
2107,Tyler Hoechlin,ACTOR
2108,Rob Maxey,ACTOR
2109,Moritz Bleibtreu,ACTOR
2110,Christian Berkel,ACTOR
2111,Oliver Stokowski,ACTOR
2112,Stephen Daldry,DIRECTOR
2113,Jamie Bell,ACTOR
2114,Julie Walters,ACTOR
2115,Jean Heywood,ACTOR
2116,John Cameron Mitchell,DIRECTOR
2117,John Cameron Mitchell,ACTOR
2118,Miriam Shor,ACTOR
2119,Stephen Trask,ACTOR
2120,Steven Soderbergh,DIRECTOR
2121,Julia Roberts,ACTOR
2122,Andrew Philpot,ACTOR
2123,John Rafter Lee,ACTOR
2124,Pamela Adlon,ACTOR
2125,John Turturro,ACTOR
2126,Bob Gale,DIRECTOR
2127,James Marsden,ACTOR
2128,Trey Parker,DIRECTOR
2129,Trey Parker,ACTOR
2130,Matt Stone,ACTOR
2131,Mary Kay Bergman,ACTOR
2132,Mike Judge,DIRECTOR
2133,Ron Livingston,ACTOR
2134,David Herman,ACTOR
2135,Todd Solondz,DIRECTOR
2136,Jane Adams,ACTOR
2137,Jon Lovitz,ACTOR
2138,Antoine Fuqua,DIRECTOR
2139,Olivia Williams,ACTOR
2140,Eduardo Noriega,ACTOR
2141,Penélope Cruz,ACTOR
2142,Chete Lera,ACTOR
2143,John Cusack,ACTOR
2144,Cameron Diaz,ACTOR
2145,James L. Brooks,DIRECTOR
2146,Greg Kinnear,ACTOR
2147,Milla Jovovich,ACTOR
2148,Francis Veber,DIRECTOR
2149,Thierry Lhermitte,ACTOR
2150,Jacques Villeret,ACTOR
2151,Francis Huster,ACTOR
2152,Scott Hicks,DIRECTOR
2153,Armin Mueller-Stahl,ACTOR
2154,Justin Braine,ACTOR
2155,Gregory Hoblit,DIRECTOR
2156,Kenneth Branagh,DIRECTOR
2157,Kenneth Branagh,ACTOR
2158,Derek Jacobi,ACTOR
2159,Liesel Matthews,ACTOR
2160,Eleanor Bron,ACTOR
2161,Liam Cunningham,ACTOR
2162,Leon Lai,ACTOR
2163,Michelle Reis,ACTOR
2164,Michael Radford,DIRECTOR
2165,Massimo Troisi,ACTOR
2166,Kevin Smith,DIRECTOR
2167,Brian O'Halloran,ACTOR
2168,Jeff Anderson,ACTOR
2169,Marilyn Ghigliotti,ACTOR
2170,Robert Altman,DIRECTOR
2171,Roberta Maxwell,ACTOR
2172,Brian Henson,DIRECTOR
2173,Kermit the Frog,ACTOR
2174,Dave Goelz,ACTOR
2175,Angela Bassett,ACTOR
2176,Delroy Lindo,ACTOR
2177,Russell Means,ACTOR
2178,Shûichirô Moriyama,ACTOR
2179,Tokiko Katô,ACTOR
2180,Bunshi Katsura Vi,ACTOR
2181,James Foley,DIRECTOR
2182,Alec Baldwin,ACTOR
2183,Demi Moore,ACTOR
2184,Jon Avnet,DIRECTOR
2185,Jessica Tandy,ACTOR
2186,Mary Stuart Masterson,ACTOR
2187,Bob Hoskins,ACTOR
2188,Joanna Cassidy,ACTOR
2189,George Sluizer,DIRECTOR
2190,Bernard-Pierre Donnadieu,ACTOR
2191,Gene Bervoets,ACTOR
2192,Johanna ter Steege,ACTOR
2193,Bruce Robinson,DIRECTOR
2194,Richard E. Grant,ACTOR
2195,Paul McGann,ACTOR
2196,Richard Griffiths,ACTOR
2197,John Lone,ACTOR
2198,Joan Chen,ACTOR
2199,Miranda Richardson,ACTOR
2200,Jean-Jacques Annaud,DIRECTOR
2201,Helmut Qualtinger,ACTOR
2202,Isabella Rossellini,ACTOR
2203,Kyle MacLachlan,ACTOR
2204,Jeff Daniels,ACTOR
2205,Griffin Dunne,ACTOR
2206,Rosanna Arquette,ACTOR
2207,Verna Bloom,ACTOR
2208,Patrick Horgan,ACTOR
2209,Charlotte Rampling,ACTOR
2210,Nicholas Meyer,DIRECTOR
2211,William Shatner,ACTOR
2212,Leonard Nimoy,ACTOR
2213,DeForest Kelley,ACTOR
2214,Ted Kotcheff,DIRECTOR
2215,Brian Dennehy,ACTOR
2216,Robert Redford,DIRECTOR
2217,Donald Sutherland,ACTOR
2218,Mary Tyler Moore,ACTOR
2219,Judd Hirsch,ACTOR
2220,Jim Abrahams,DIRECTOR
2221,David Zucker,ACTOR
2222,Jerry Zucker,ACTOR
2223,Robert Hays,ACTOR
2224,Yasuo Yamada,ACTOR
2225,Eiko Masuyama,ACTOR
2226,Kiyoshi Kobayashi,ACTOR
2227,Donald Pleasence,ACTOR
2228,Jamie Lee Curtis,ACTOR
2229,Tony Moran,ACTOR
2230,Roman Polanski,ACTOR
2231,Isabelle Adjani,ACTOR
2232,Georges Adet,ACTOR
2233,Joseph Sargent,DIRECTOR
2234,Cleavon Little,ACTOR
2235,Slim Pickens,ACTOR
2236,John Randolph,ACTOR
2237,Jack Kehoe,ACTOR
2238,Robert Clouse,DIRECTOR
2239,Bruce Lee,ACTOR
2240,John Saxon,ACTOR
2241,Jim Kelly,ACTOR
2242,John Boorman,DIRECTOR
2243,Ned Beatty,ACTOR
2244,Don Siegel,DIRECTOR
2245,Andrew Robinson,ACTOR
2246,Harry Guardino,ACTOR
2247,Brian G. Hutton,DIRECTOR
2248,Mary Ure,ACTOR
2249,Gene Saks,DIRECTOR
2250,John Fiedler,ACTOR
2251,Lee Marvin,ACTOR
2252,Jean Sorel,ACTOR
2253,Michel Piccoli,ACTOR
2254,Paul Scofield,ACTOR
2255,Wendy Hiller,ACTOR
2256,Ian Hendry,ACTOR
2257,John Fraser,ACTOR
2258,Cy Endfield,DIRECTOR
2259,Stanley Baker,ACTOR
2260,Ulla Jacobsson,ACTOR
2261,Guy Hamilton,DIRECTOR
2262,Gert Fröbe,ACTOR
2263,Honor Blackman,ACTOR
2264,Rod Taylor,ACTOR
2265,Tippi Hedren,ACTOR
2266,J. Lee Thompson,DIRECTOR
2267,Polly Bergen,ACTOR
2268,Karlheinz Böhm,ACTOR
2269,Anna Massey,ACTOR
2270,Moira Shearer,ACTOR
2271,Georges Franju,DIRECTOR
2272,Pierre Brasseur,ACTOR
2273,Juliette Mayniel,ACTOR
2274,Kevin McCarthy,ACTOR
2275,Dana Wynter,ACTOR
2276,Larry Gates,ACTOR
2277,Natalie Wood,ACTOR
2278,Sal Mineo,ACTOR
2279,Cecil Parker,ACTOR
2280,Barry Fitzgerald,ACTOR
2281,Michael Rennie,ACTOR
2282,Patricia Neal,ACTOR
2283,Hugh Marlowe,ACTOR
2284,Robert Morley,ACTOR
2285,Charles Vidor,DIRECTOR
2286,Rita Hayworth,ACTOR
2287,Glenn Ford,ACTOR
2288,George Macready,ACTOR
2289,James Algar,DIRECTOR
2290,Samuel Armstrong,ACTOR
2291,Ford Beebe Jr.,ACTOR
2292,Norman Ferguson,ACTOR
2293,Gloria Stuart,ACTOR
2294,William Harrigan,ACTOR
2295,Todd Haynes,DIRECTOR
2296,Aneesh Chaganty,DIRECTOR
2297,John Cho,ACTOR
2298,Debra Messing,ACTOR
2299,Joseph Lee,ACTOR
2300,Maryana Spivak,ACTOR
2301,Aleksey Rozin,ACTOR
2302,Matvey Novikov,ACTOR
2303,Sean Baker,DIRECTOR
2304,Brooklynn Prince,ACTOR
2305,Bria Vinaite,ACTOR
2306,Michael B. Jordan,ACTOR
2307,Mckenna Grace,ACTOR
2308,Lindsay Duncan,ACTOR
2309,Tyler Nilson,DIRECTOR
2310,Michael Schwartz,ACTOR
2311,Zack Gottsagen,ACTOR
2312,Ann Owens,ACTOR
2313,Sebastian Schipper,DIRECTOR
2314,Laia Costa,ACTOR
2315,Frederick Lau,ACTOR
2316,Franz Rogowski,ACTOR
2317,Deniz Gamze Ergüven,DIRECTOR
2318,Günes Sensoy,ACTOR
2319,Doga Zeynep Doguslu,ACTOR
2320,Tugba Sunguroglu,ACTOR
2321,Dave Bautista,ACTOR
2322,Jon Hamm,ACTOR
2323,Joseph Kosinski,DIRECTOR
2324,Alan Alda,ACTOR
2325,Sarah Vowell,ACTOR
2326,Don Hall,ACTOR
2327,Ryan Coogler,DIRECTOR
2328,Tessa Thompson,ACTOR
2329,Aleksey Serebryakov,ACTOR
2330,Elena Lyadova,ACTOR
2331,Roman Madyanov,ACTOR
2332,David Mackenzie,DIRECTOR
2333,Stephen Frears,DIRECTOR
2334,Steve Coogan,ACTOR
2335,Sophie Kennedy Clark,ACTOR
2336,Matt Reeves,DIRECTOR
2337,Keri Russell,ACTOR
2338,Andy Serkis,ACTOR
2339,Hugo Silva,ACTOR
